userName,score,at,content
Bud Budd,5,2024-01-09 01:34:17,Membantu guru
ardi nata,1,2024-01-09 00:33:32,"untuk pembelajaran di dlm aplikasi sy suka anak2 juga suka, cuma ruang guru ini sangat mengganggu setiap hari telpn dan wa masuk sampe pusing g tau waktu lagi pagi siang malam sy lagi rapat keganggu,sy lagi mgajar ke ganggu tolong si perbaiki ya , kalo memang mau promosi satu no cukup 1 aja yg ngehubungi, ini dalam sehari bisa 3 sampe 4 no yang wa, belum yg tlpn seluler, tolong hentikan karna sangat menggangu"
Cep,5,2024-01-08 23:24:14,"Saya sangat senang belajar, dan mudah di pahami"
Dur Yanti,3,2024-01-08 21:39:50,Kak ini kenapa ya kalau aku mau liat video ko selalu ada yang namanya langganan terus kenapa ya kak
entire smile,5,2024-01-08 21:34:00,Absolutely good
Hend Zyy,5,2024-01-08 19:35:55,"Sangat bagus, dan memudahkan saya untuk belajar mengenai pelajaran yg saya pelajari"
yusuf syadzily,5,2024-01-08 16:59:09,Sangat Baik Dan membantu
Tristan aditya,5,2024-01-08 16:04:17,Semoga setelah download Ruangguru nilai saya bisa naik Aamiinn🤲
Ken Ahmad,2,2024-01-08 15:38:32,"Ralat ya, sebelumnya aku udah kasih 5 bintang ke ruangguru tapi skrg aku ubah. Karena ada masalah ketika di video materi tentang kimia kelas 10 kurmer ketika mau di screenshot, suka error terus dan gapernah masuk ke screenshot, padahal udah berulang kali berhari² tapi tetep aja gabisa, Udah komplain ke cs tanggapannya cuma ""mUngKin iTu kArena IntErneTnya erRor kAk"", gak. Aku udh coba di video yang lain di waktu yang sama dan internet yang sama itu bisa. Masih ada lagi sih cuma gacukup. Makasih"
Shin Ryujin,1,2024-01-08 15:06:53,"download gagal terus padahal udah sesuai aturan, sinyal bagus memori banyak tapi gagal download terus"
Chansa Alika,5,2024-01-08 14:06:33,Bagus buat belajarr
Kalisha Latifaputri,5,2024-01-08 13:18:58,"Apk ini membuat saya sangat pintar dalam pembelajaran, apk ini juga membuat saya mengetahui pembelajaran sebelum sy diajarkan oleh guru atau wali kelas, jdi sy bisa mengetahui pembelajaran sebelu diajarkan"
Jeslyn,3,2024-01-08 12:48:07,Gak membantu sih karen saya memfoto kan soal nya gak ada keluar jawabanya dan suka keluar sendiri
Firman 2005,3,2024-01-08 11:13:43,Soal dan pilihan jawaban tidak muncul.Dilaporkan berkali kali tidak ada tindak lanjut mengecewakan sekali
Shabrina Aulia Qirani,5,2024-01-08 10:11:23,aplikasi ini sangat bagus karena bisa mengejar ujian yang keluar di sekolah karena ruang guru aku jadi juara kelas
Jimmy Yahya,5,2024-01-08 09:34:35,☺️☺️☺️
Albertin Diah Ruswita Palupi,5,2024-01-08 08:55:22,Sangat membantu untuk anak - anak yang orang tuanya sibuk bekerja Praktis dan pastinya lebih mudah dipahami
Anggun Utari Sabillah,1,2024-01-08 08:06:51,"Nge-bug, gak di apa2in juga, hp jadi ngeleg,"
auvan rianto,5,2024-01-08 03:05:42,Belajar bagus
Albert Meggy,5,2024-01-08 00:56:52,Masih coba2 tapi kek nya bagus
Arpan,5,2024-01-07 13:18:06,"𝐏𝐨𝐤𝐨𝐤𝐧𝐲𝐚 𝐣𝐨𝐬𝐬 𝐛𝐚𝐧𝐠𝐞𝐭 𝐝𝐚𝐡 🤩🤩🤩. Cuma ada sedikit kendala min. Setelah saya selesai menonton video adaptoX dan saya kekuis atomatis, karena berbayar, saya keluar, 𝙩𝙞𝙙𝙖𝙠 𝙢𝙪𝙣𝙘𝙪𝙡 𝙘𝙚𝙣𝙩𝙖𝙣𝙜 𝙝𝙞𝙟𝙖𝙪 𝙙𝙞𝙨𝙖𝙢𝙥𝙞𝙣𝙜 𝙫𝙞𝙙𝙚𝙤𝙣𝙮𝙖. Perbaiki yah min."
yusuf hafidzz,5,2024-01-07 12:45:06,Sangat terbantu
Fandhyno Setyo,5,2024-01-07 10:42:18,Opsi lain saat tidak punya catatan ya di rangkuman
Kayla Calita Chandra,5,2024-01-07 10:19:58,"Kok ada delay saat pembelian koin ruanglesonline ya. penjelasan: setelah melakukan transaksi pembelian kita tetap tidak mendapatkan koin yang dibeli, baru mendapatkan koinnya setelah menunggu beberapa waktu cukup lama edit: baik sudah bisa terimakasih🙏🏼"
Lidia Pangaribuan,1,2024-01-07 09:52:34,Ngeleg banget sumpah
Game,4,2024-01-06 14:47:35,"Udh bagus😎👍 tapi tolong di buat panduan tutorial untuk yg baru daftar, aku sendiri kebingungan waktu pertama kali daftar udh beli paket masih bingung😕❓, ""la belajar harus gimana?"", "" Aku harus gapain"", ""la kok bisa gini"", "" La bukan udh beli paket tapi kok harus disuruh bayar lagi "" Yaa itu la beberapa contoh yg bikin bingung, yaa intinya tolong di kasih penjelasan untuk pengguna baru🤓👍"
muhammad rifqy,5,2024-01-06 13:02:11,Bagus sekali aplikasi nya keren karena ada nya ruang guru aku jadi semakin semangat belajar nya terimakasih ruang guru
Suci M.diazony,5,2024-01-06 12:43:05,aplikasi Ruangguru ini bagus 👍🥰
HSPE Adilla Santi S,5,2024-01-06 10:57:39,Sangat terbaik
Nunung Mulyani,5,2024-01-06 08:56:07,semangat!
Risa 2015,5,2024-01-05 17:12:49,Pengajar nya bagus dan berkualitas anak anak jadi lebih mudah dalam mengerjakan soal soal di sekolah
ririn paryono,5,2024-01-05 14:54:25,"Sangat membantu belajar, medianya juga asyik dan tdk membosankan"
Gaetano Mosca,5,2024-01-05 14:15:43,Ya ini bagus
Tiara Monica,5,2024-01-05 13:40:29,BAGUS BANGET BUAT SISWA YANG INTROVET GAMAU LES KELUAR RUMAH JADI PAKE RUANG GURU
Sary rahma Safithri,2,2024-01-05 13:29:21,Saya pengguna laptop tapi tidak bisa download Vidio agar offline...hanya bisa di web..saya tanya ke admin juga jawaban sama saja
Muhammad Nur Imaduddin,5,2024-01-05 12:44:21,Gudjab
Alexsander Alex,5,2024-01-05 09:44:02,Ruang guru sangat membantu
The Gourcuff,1,2024-01-05 08:39:11,Kalau lagi nawarin produk cepet banget. Giliran komplain ga bisa dibuka. Ditanggapi aja ga. Buang buang uang kalau masuk roombel.
elisanurita 354,5,2024-01-05 08:23:10,Dengan aplikasi ini sangat membantu adik saya dalam belajarnya recommended banget
Luna Agustin,5,2024-01-05 04:28:21,Karena bisa belajar pelajaran yang ada di ruang guru🙏
Theresia Meilani,4,2024-01-05 02:21:26,"Aplikasi nya bagus banget , gurunya menyenangkan, pelajaran nya ringkas. Apalagi dengan fitur adapto pelajaran jadi menyenangkan.. Buruan deh kalain download aplikasi nya , dan berlangganan, nggak nyesel dehh Tapi Rg sekarang kok ngebug yaaaa drill soal kok ga bisa di submit"
Megawaty,5,2024-01-04 23:49:16,Apk yang sangat membantu dalam proses belajar anak
Hardi Irwansyah,5,2024-01-04 16:48:36,Aplikasi yang cukup bagus..
Dinny febrian,5,2024-01-04 16:29:17,lop lop
Dafa Damara,5,2024-01-04 16:09:33,bimbel ternyamann terseruuu terkonsep
Mas Darsono,5,2024-01-04 14:04:06,Ada yg untuk SMK semua semester
Selvia Br.Sihotang,5,2024-01-04 13:18:48,👏👏👏👏👏
Rosnah Rosnah,1,2024-01-04 12:15:49,Udah 3 tahun langganan tapi sering disuruh verifikasi ulang .hedeh.... Trus tu ada sebagian pembelajaran yang tidak sesuai dengan kurikulum merdeka
Rendi Budi,5,2024-01-04 12:02:31,"Aplikasi yg sangat membantu dalam belajar anak zaman sekarang,"
Adam Rochimi,4,2024-01-04 11:56:32,Aplikasi nya bagus sih tapi sayang lag banget kalo aku tak matiin paketnya
Rafif Yurfa Zuhdi,4,2024-01-04 11:37:09,Aplikasinya lumayan membantu UH biologi saya yang awalnya 42 jadi 90 saya berterimakasih dengan aplikasi ini karena telah membantu saya mendapatkan nilai tinggi. Tapi tolong tambah pelajaran Informatika dong agar mudah.tolong ada bug saya tidak bisa komentar di live teaching sudah be berapa kali di lapor sama aja
Fauza,3,2024-01-04 10:36:37,Tolong soal uji kompetensi dipermudah dan untuk training dijadwalkan
Titin Maginta,5,2024-01-04 01:18:31,Lebih gampang untuk dipahami
Warga Net,1,2024-01-04 00:52:00,"Kenapa sekarang jawabannya Asbon asal bunyi jawaban nya layau banget, GK kaya halam jawabannya benar terus, imabh update langsung jawaban nya Asbon, tolong di perbaiki masa jawabannya tidak sama dengan soal😓"
Andriansyah,5,2024-01-03 16:26:02,"Makasih kakak, i Lovè U"
Aldi Nyau,5,2024-01-03 15:15:09,Bismillah semoga bisa UI
Sely Rosmalina,5,2024-01-03 14:04:25,Suka banget sama aplikasi ini Karena aplikasi belajar yang nyaman dan gara² aplikasi ini saya dapat juara di sekolah Makasih ruang guru
Marasi N Nababan,5,2024-01-03 14:03:53,Aplikasi nya sangat membantu dalam proses belajar Disertai ruang diskusi juga yg memungkinkan peserta untuk bertukar pikiran
Mario Zachary,5,2024-01-03 11:09:38,Kak aprilll
Amriana Amriana,5,2024-01-03 09:35:16,"Wooo ruang guru mantap sekali ,cocok di gunakan bagi semua anak sekolah.selamat belajar di ruang guru."
E&M channel,5,2024-01-03 08:37:51,Sangat membantu sekali buat pembelajaran tambahan selain disekolah
Frida Dwi Lestari,5,2024-01-03 04:01:01,"mantap, Aplikasi untuk mencerdaskan kehidupan anak bangsa Indonesia."
Deasy Noviyanti,5,2024-01-03 00:05:49,Aplikasi belajar yang menyenangkan
Ira Azwalika,5,2024-01-02 10:55:35,Ngelag
Davin Ardiansyah,5,2024-01-02 10:05:40,its good
Rodiatul Habibah Rambe,5,2024-01-02 09:21:25,"Aplikasi nya memudahkan anak anak belajar (bisa dibilang les dirumah)semoga semakin banyak anak anak indonesia yg kerjanya main hp aja,mending hpnya dibuka aplikasi ini"
Lopo Bana,2,2024-01-02 08:38:17,"Assalamu'alaikum saya disini ingin menyampaikan keluhan saya,yakni: fitur robo guru plus (ruang les online) saya tidak bisa dipakai padahal saya sudah langganan atau sudah membeli koinnya tolong solusinya kak"
Rafif Muttaqin,5,2024-01-02 06:49:31,"Terimakasih Ruangguru, aplikasinya sangat membantu dalam belajar"
Jimmy Buwana,5,2024-01-02 02:21:59,i love it
Zaki Zaki,1,2024-01-01 11:45:16,Ruang guru
Sona Lisnawati,5,2024-01-01 07:44:13,Aplikasi ini sangat recomand sangat membantu anak dalam belajar. Belajar menjadi lebih menyenangkan
Rini Muliadi,5,2024-01-01 07:02:00,Ruang guru memberikan kemudahan belajar
Family Channel,5,2024-01-01 02:18:14,apk ruang guru cocok untuk anak bangsa
Piether Ju,5,2024-01-01 01:17:32,Cukup membantu tp maaf saya memberikan 4 bintang krn bagi saya materi yang diberikan kurang lengkap
Masrujali Hero,5,2023-12-31 23:37:08,Keren aplikasi ini sangat membantu terimakasih saya kasih bintang 5 keren keren...
Zakariya Habibi,5,2023-12-31 08:55:14,"Aplikasi ruang guru cocok buat semua kalangan pelajar, baik SD, SMP, SMA.. Semoga semakin jaya"
Ardi Ard,5,2023-12-31 08:22:51,Bagus2 baek
Ruyati Azah,5,2023-12-31 04:10:54,"Bagus banget😃, anak saya peringkat 2 karena belajar di ruang guru☺☺"
rita riev,5,2023-12-31 00:21:47,"Apk yg sangat membantu, materi dapat dg cepat dipahami Krn di isi oleh pemateri yg handal & profesional.. recommended"
Rukoyah Oyah,5,2023-12-30 18:41:02,Ada nya ruangguru sangat membantu.. Terimakasih ruangguru
anie Wawan,5,2023-12-30 14:49:50,aplikasi ini sangat membantu sekali.apa lagi di era digital sperti sekarang yg dimana anak anak lebih bnyak waktunya pegang hp dari pada membuka buku pelajaran
Gita Yangcomel,5,2023-12-29 03:21:59,Sgt membantu pembelajaran
Agus Hadian,5,2023-12-28 04:26:07,Terimakasih ruang guru apk mantap sangat membantu sekali...pokonya good
Syakir Kocak,2,2023-12-28 03:13:07,"Kenapa sih kok nelpon2 terus, padahal sya cuma ingin mengulang pelajaran Dah lah males"
Vidya Nadine,5,2023-12-28 02:30:42,Aplikasi membantu dalam belajar ruang guru
edi raxer,5,2023-12-27 14:02:58,"terimakasih ruang guru belajar bisa lebih mudah di pahami, aplikasi yang bisa untuk belajar semua kalangan"
Nusan_45,2,2023-12-27 10:07:17,responnya lama.. dari beberapa bulan lalu 3bulan lalu hingga sekarang😓🙌
Arriyasatush Shalihah,4,2023-12-27 08:58:55,"aplikasinya sudah bagus, tapi tolong jangan spam wa terus ya min, lumayan mengganggu😬"
fahri rizky,5,2023-12-27 08:19:23,"Aplikasi Kursus dan Workshop Terbaik daripada aplikasi lain, Termudah dan Sesuai kebutuhan industri."
Dea Purnamasari,5,2023-12-27 07:19:39,"Aplikasi flatform yang sangat bermanfaat✨ adik saya semenjak belajar lewat aplikasi ini jadi sering dapat banyak pujian dari sekolah, dikira bimbel les di tempat mahal tetapi nyatanya hanya di ruang guru. terimakasih"
Aulia Izza,5,2023-12-27 05:11:12,Bagus banget tapi aku pengen di ruang guru tu ada vidio hiburan TPI tentang pelajaran jadi habis belajar bisa refresh dulu contoh nya kayak saling membantu itu baik
Mulvin Lalomo,5,2023-12-27 02:11:46,"Saya suka ruang guru, bimbel dini dari dlu"
Aditya Pratama,5,2023-12-27 00:16:09,"sangat bermafaat dan sangat cocok buat pembelajaran anak SD, SMP dan SMA , semoga tambah berkembang aplikasi ini"
Saya Smart,5,2023-12-26 08:26:04,"Membantu bgt, apalagi di biologi."
Syafa A,1,2023-12-25 15:59:26,"Mau rasionalisasi nilai di app keluar mulu, giliran di web jga error. Gak jelas app nih"
Widi Aja lah,5,2023-12-25 14:30:50,"Ini kenapa videonya tidak bisa di play ya? Tolong jawab dong admin, biar semangat belajar lagi ni"
Putra Wahyu,5,2023-12-25 03:00:32,"Terimakasih ruang guru ,sempat pusing mau belajar online dimana eh taunya ada ruang guru memudahkan belajar jadi gampang deh belajar online"
world Muslim,5,2023-12-25 01:12:32,Keren juga buat belajar anak2
Serli,3,2023-12-24 08:36:52,👍🏻
Filzah Mesi,2,2023-12-24 05:14:28,"Apk belajar yang bagus, Materi cukup lengkap dan mudah di pahami. Hanya saja, selalu nge-spam chat WA dan telpon secara tiba tiba, apalagi lebih dari dua kali. Membuat orang risih dan gak nyaman saat memakai apk ruangguru, terkesan seperti memaksa untuk harus membeli. Apk nya sih bagus ya bagus, pelayanan nya sudah sangat bagus dan ramah, hanya saja mengganggu saat di telpon 2x sampai lebih 4x"
Selamet Riyadi,5,2023-12-23 13:20:31,"pelajaran nya mudah banget di pahami apalagi b,inggris nya tambah mudah di pahami karna ada b indonesia ya itu yg paling mudah makasih nya ruang guru🤗"
Naufal camilo,1,2023-12-23 04:04:35,"blogggg, lagi hitung nilai rata rata malah ngulang idiottt"
Mba Eni,5,2023-12-23 03:17:02,Sangat bagus untuk membantu anak belajar
Noval Ardiana,4,2023-12-23 01:48:00,Saya kasi bintang 4 karena belum mengerti
Alex Hutagalung,1,2023-12-22 15:41:50,"setiap saya verivikasi WhatsApp selalu gagal, padahal sinyal saya bagus dan tidak ada masalah dalam hp saya"
Hengky Arilazka,5,2023-12-22 11:45:38,kerenn sangat berguna bagi pelajar
Alit squad,5,2023-12-22 09:40:37,"Aplikasi kursus yang sangat recomand banget.. Mudah di pahami,,dan pembimbing nya..baik"""
nantessa chan,5,2023-12-22 08:10:07,Great
Humaira Althafunnisa,5,2023-12-21 16:45:15,Baguss banget sebab ruangguru nilai dan ranking saya naik tetap semangat ya
Juni Yanto,5,2023-12-21 14:38:35,"Hmm,aplikasi ruang guru ini aplikasi bagus,dan cukup membantu untuk anak anak untuk belajar materi yang mungkin dari sekolah atau yang tidak disekolah fiturnya lumayan lengkap disertakan video dan juga ada pilihan tingkatan kelas nya juga"
Hidayah Hidayah,5,2023-12-21 14:02:59,NURHIDAYA.4.8.2004
Renti Nurbaeti,3,2023-12-21 13:55:50,"Aku udah langganan RG sekitar ±2bulanan sebelumnya fine² aja, Kenapa ya sekarang kalau mau drill soal/ ngerjain banksoal.. gabisa ngerjain. Sedih banget, Pas pencet drill soal layar tiba tiba putih, terus kembali lagi ke menu. Tolong, gimana cara memperbaiki biar kaya semula lagi, ini aplikasi andalan aku buat utbk. Sekarang H-4bulanan malah kayak gini🥲🥲🥲"
Aditya “Aditya” Kurniawan,3,2023-12-21 13:50:24,apakah aplikasi ini berbayar atau tidak ya?
Chadijah 67,3,2023-12-21 12:12:11,bayarr
Himatul Hidayah,5,2023-12-21 10:08:35,"Saya belajar menggunakan ruang guru menjadi lebih memahami pelajaran, Terima kasih ruang guru"
ahmad fahrizal,5,2023-12-21 07:14:26,LET HIM COOK!!!!!!!!
Orbit Pelanggan,4,2023-12-21 04:29:22,Sangat bagus karena aplikasi ini mendukung anak anak mau belajar
M. QOLBI. H,1,2023-12-21 03:56:36,"aplikasi ngeganggu suka spam telfon spam chat, sangat menganggu, suka maksa buat lanjut in langganan"
Delia Zahra Safitri,5,2023-12-21 03:19:50,RuangGuru memudahkan aku buat belajar
Azkia Kiki,4,2023-12-20 17:58:04,"Membantu falam pengerjaan tugas, tapi sedikit kritik, harap di fast respon utk menjawab pertanyaan dari pengguna lainnya Terima kasih"
Prionggo Suseno,5,2023-12-20 15:09:24,"Sangat direkomendasikan sekali untuk pelajar,,seperti les online"
Elaaa,1,2023-12-20 11:23:40,"Aplikasi kena bug, tapi slow respon dari ruang guru, sungguh mengecewakan"
Ridho Kaka,5,2023-12-20 11:12:28,Les privat terbaik
Yayasan Aorta Nurani,5,2023-12-20 04:38:42,Lucu
Goofy Ahh,1,2023-12-20 02:16:52,Ruangtidur
Firman Syah,4,2023-12-19 16:40:30,biaya nya cukup mahal
Fitri Yulang,5,2023-12-19 14:59:48,Mau percaya sama ruang guru untuk menembus ptn
Supendi,5,2023-12-19 09:20:40,Sangat berguna bagi penggunanya
Ferdiansyah,5,2023-12-19 04:39:47,Ini keren
Katomatul Realme,5,2023-12-19 02:32:30,Sangat bagus sekali 👍👍👍👍👍👍👍👏👏👏👏
Rahmad_ Saputra03,5,2023-12-18 11:53:38,Double G untuk aplikasi ini 🔥🔥
Ari Susilowati,1,2023-12-18 11:09:04,Ini kenapa jenda terus sih Kak saya gak bisa belajar ini ruangguru kenapa terus mintain nomor wa tolong perbaiki iya kak 😭
Maulaa16,2,2023-12-18 10:15:03,sering banget lag plisss malah di suruh login ulang akun terus
Aliatulhusna,5,2023-12-18 09:24:24,Ruang guru mantap kali lah
remond slank'ean,5,2023-12-18 03:52:23,Sangat membantu tungkatkan lg perfoma nya
Kutai Barat,1,2023-12-17 07:13:05,Aplikasi Ruanggurunya ngak bisa di uninstal
audityani citra,2,2023-12-17 00:21:28,Crash terus..
Bilal 208,5,2023-12-16 16:27:25,Bagus banget penjelasannya👍
Frail Diamond,5,2023-12-16 12:41:50,"Sangat mudah di pahami materinya ,dan jangan lupa untuk menurunkan harga langganan nya"
Risa Ovita,5,2023-12-16 11:48:29,Aplikasi pembelajaran kursus dan workshop terbaik Sukses selalu
Jannah Daulay,5,2023-12-16 11:47:08,Bgus
Maria Maria,5,2023-12-16 11:37:25,Membuat saya lebih paham daripada pljr di YouTube sebelumnya
Arief Aja,5,2023-12-15 18:45:32,"aplikasi sangat bagus, memudahkan untuk belajar"
Rafha wardhani,5,2023-12-15 10:39:22,Sangat² seru
Syahrul Maulana,5,2023-12-15 07:34:26,Terimakasih ruangguru sangat bermanfaat mudah dipahami semoga kedepannya lebih ditingkatkan lagi
Jawa Bergaya,5,2023-12-15 03:39:30,"ruang guru ini sangat membantu dalam hal pembelajaran,apa lagi kalo di sekolahan gak ada pelajaran tapi dirumah bisa melanjutkan pembelajaran di rumah dengan menggunakan ruang guru"
rabiatul adawiah,5,2023-12-15 02:41:10,"Bantu banget buat anak belajar dirumah, apalagi buat emak2 mageran dan punya baby, ga perlu ribet antar anak les kesana kemari. Daripada anak sibuk main game gak jelas🥲"
Nathan Andrew Putra Pratama,5,2023-12-14 15:56:15,Okee
Robert Attala Halim,1,2023-12-14 14:31:57,"Sebenarnya dulu gw kasih bintang 5 sih waktu masih langganan, cuma gw turunin biar keluh kesah gw terbaca. 1. Masalah data gw khususnya nomor telepon, jangan seenaknya dipakai sama pihak ruang guru buat ngepromosiin upgrade paket, beli paket lah lewat WhatsApp, bahkan sampai nelpon berkali kali, buat apa? Buat sekedar promosi doang, lewat email masih gw toleransi, tapi ini wa bisa sampai puluhan chat dalam 1 tahun. Mohon kedepannya hargai privasi pelanggan, udah bayar kok malah kena teror gitu?"
CALLISTA CHENNEL,5,2023-12-14 13:05:27,Ini aplikasi nya terbaik setiap pelajaran aku selalu dapat nilai 100 dan aku jg dapat juara 1 umum karna aplikasi ini aku kasih 5 bintang karna aplikasi nya sangat good job dan aku jadi di banggain sama orang tua aku terimakasih ruang guru 😘😍 semua ayo download aplikasi ini. Ini aplikasi nya bermanfaat silakan di coba 😘
Christ,1,2023-12-14 12:58:07,emng blh sengelag itu😂
Ferdi05ansyah _,1,2023-12-14 12:36:45,"Sangat tidak bagus dalam mengatasi masalah yang terjadi dalam proses pembelajaran, harga yang diberikan bukanlah harga yang murah dan fasilitas yang didapat cukup kurang memadai ditambah dengan lah dan masalah yang sering terjadi seperti bintang yang tidak muncul, lag dan sering error yang mengakibatkan proses pembelajaran kurang maksimal untuk para brainies"
Rais Khanifurrochman Cahyadi X11,5,2023-12-14 10:49:06,Terimakasih atas opsi yang mudah digunakan dalam aplikasi
M.Atha Tajuddin,5,2023-12-14 10:17:41,"Fitur sudah diperbaiki, harusnya kedepan fitur tetep lengkap dan tidak ada bug lagi, Terimakasih"
Reyhan Febry,1,2023-12-14 09:18:38,"Mau buka brain academy aja loadingnya lama banget padahal internet lancar² aja apk juga udah diperbarui, sebelum diperbarui gaapernah eror sekarang sering EROR!!!! Main lama makin gajelas ni apk lemot banget"
Ristiana Septia Rahmadhani,5,2023-12-14 08:15:57,"Ini kenapa ya? Mau cari bab materi di kolom pencarian kenapa gk keluar hasilnya??? Tolong banget untuk diperbaiki, karena fitur itu sangat berguna."
Annisa Azzahra Salsabilla,3,2023-12-14 02:47:11,Kak kenapa pas abis di update jadi kalau mau ngerjain drill soal dan latihan bab soal dan jawaban malah gak muncul ya? Padahal jaringan bagus.
Nori vanrin,5,2023-12-14 01:12:37,Karena ruang guru saya aktif banget belajar disini
Winnie Natasha,5,2023-12-13 16:34:37,Out
Anisa Nestidiana,5,2023-12-13 04:53:01,Belajar dan workshop bagus banget saya suka dengan aplikasi ini dan Materinya mudah di pahami terimakasih Ruang guru
Lidya Rosanti,1,2023-12-13 02:56:38,"Untuk EA teacher nya bagus tp sistem gak bagus, mencoba menerima tapi haduuuuh kecewa :("
Sherina munaf Darmawan,1,2023-12-13 02:16:13,Aku tidak suka ruang guru karena Ajaranya seperti anak kecil
Wahyu Akbar Jatmiko,5,2023-12-12 22:36:15,Ini merupakan aplikasi belajar terbaik
Pipin Ariefin,5,2023-12-12 21:58:55,Aku bisa belajar mandiri...terimakasih sdh membantu utk menggapai cita cita ku.
Dona Safitri,5,2023-12-12 16:24:25,"Ini sangat membantu ,,sangat positif sekali dan sangat mudah di pahami terima kasih aplikasi yg terbaik."
faqih arba,5,2023-12-12 13:08:00,"aplikasi sangat membantu, terima kasih"
Nazwa Aulia,5,2023-12-12 09:17:31,Bagus bgt sih kak nyampe aku faham sama soaalnya
Irsadmaulana Muhammad,5,2023-12-12 08:57:30,The Best forum education
Mohamed Salman,1,2023-12-12 07:00:04,kak alfin ga ramah
Iftinant Alamsyah,5,2023-12-12 04:20:22,Alhamdulillah sgt membantu semoga dgn ini saya bisa mencapai impian saya...
free fire gaming,4,2023-12-11 12:15:44,"Min, mau komplain kadang buka adaptox gak bisa padahal sinya bagus, bisa kasih solusi gak. Kalo dari apk nya udah bagus banget gw suka"
Yulia Anggi,5,2023-12-11 11:18:56,Coba gratis mudahan bisa terus
Yoseph Diro prataama,5,2023-12-11 10:51:12,Bagus banget ruang guru
Rianti Aja,1,2023-12-10 17:03:42,Apakah ini bayar?
Ghj Klm,5,2023-12-10 12:45:20,Aplikasi ini sangat mendukung tetapi ini menurut kepribadian sendiri plss jangan pas kita nntn video harus berlanggan;(🙏
Angga Cahya Meladi,5,2023-12-10 11:39:11,Sangat berguna untuk belajar
WIBOWO MUHRIZKI,5,2023-12-10 10:06:18,Sekali lagi terimakasih ruang guru yang tadi nya juara 32 sekarang jadi juara 3
Afina Syahmi,5,2023-12-10 09:04:47,sangat membantu sekali buat belajar
nizam syah,5,2023-12-10 07:56:49,🥰🥰🥰🥰🥰🥰
Fadhil Putra16,1,2023-12-10 06:25:20,"Maaf, saya tidak ingin ditelfon."
Alfitrah Nst,5,2023-12-10 06:16:02,Aplikasi sangat membantu anak saya belajar dan mengerjakan tugas sekolah
Philomena ch Anjeli Fernandez,5,2023-12-10 05:39:55,Aplikasi paling bagus untuk belajar dan workshop terbaik dan termudah
rain,5,2023-12-10 05:31:21,meningkatkan nilai saya
Bianto Feryw,5,2023-12-10 05:07:56,"Aplikasi Kursus dan workshop terbaik, wajib di download guys."
Jessicasavira Kura58ntt,5,2023-12-09 12:23:18,1 kata: bagus bgt
Gracia Wijaya,1,2023-12-09 00:47:55,"Saya menggunakan aplikasi english academy by ruang guru. Sangat tidak OK dalam hal aplikasi, pelayanan dan tenaga pengajarnya Ada 1 kejadian lagi dimana saya dapat nilai 0 pdhal saya sudah mengikuti tes nya dan saya tidak lulus. Betapa bodohnya apalg dengan tes yg sistemnya sudah online tp masih ada kendala seperti ini. Pelayanannya super lama, di chat bukan nya ditampung malah selesai terus. Sangat2 tidak recommend buat teman2 yg mau belajar disini. Khususnya English academy"
Meri Lestar,5,2023-12-09 00:38:08,Pengajaran yang sangat bagus ! Saya bisa mengetahui yang saya tidak ketahui. Tetap semangat ya yang ada di luar Sumatra ya !
Edward Wun,1,2023-12-07 05:05:09,"Saya sudah berlangganan 3 tahun sejak kelas 10,11 dan 12 ; sudah lulus sma dan sudah lulus snbt, tiap hari masih di spam untuk perpanjang paket berlangganan, tolong lah stop spam WhatsApp 😭😭😭"
Rico Andriyanto,1,2023-12-07 04:26:23,"Penanganan tim spesialist nya sangat buruk, sudah seminggu masalah pembayaran belum kelar kelar. Cuman disuruh menunggu."
doy J,1,2023-12-06 05:34:31,"ruang guru gak beres dah masa aku ujian make ruang guru jawaban bener disalahin, tolong dong di balikin sangat merugikan murid"
Zk,5,2023-12-05 11:30:18,keren
Kirani Az-Zahra,1,2023-12-04 10:43:25,"Aplikasi jaman skrg knp sih hrs berbayar terus? Sy mw belajar biar paham hrs langganan, kesel bgt ini niat mau ngajarin atau cari untung doang? Semua fitur terkunci dan cuma buat langganan, heyyy MATA DUITAN!! mohon pertimbangan klo mw untung ga gini juga kali! Ruang guru udh ga sebagus dlu lagi. Sy kecewa skrg udh hrs premium semua, klo kyk gini gimana murid bisa belajar? Dikirain semua org mampu kali ya🥱🙄🙄🙄😤😤😤"
Surya Gaming,1,2023-12-04 09:20:11,"Ruang guru pepeq, gw pake ruang guru biar nilai jadi bagus malah jadi jelek. Mana banyak yg remidial lagi asw Satu lagi ni anjr nyesel gw premium yg bngst, gw benci ruang guru ( kecuali yg mba mba waktu itu njelasin materi yg cantik )"
raisa cantik,5,2023-12-04 08:57:31,Seruuuu
Yuri Aprilla Fairuz,2,2023-12-02 06:46:12,"semakin diupgrade knp semakin memburuk deh fiturnya? emg sih jd lebih lucu dan keren tampilannya tp jd bnyk nge-lag-nya:( 1. drill soal - pas milih opsi soal loadingnya lama bgt, pdhl data/wifi lg baik-baik aja. - skrg klo ada gambar suka bgt kepotong, dan gabisa digeser. akhirnya gabisa liat gambarnya scr lengkap. ini yg bikin sering salah pas ngejawab soal 2. vitur adapto di vid bljr waktu abis nonton materi ekstra, vidnya jd sering kepotong gt aja (lgsng ke latsol) atau mlh ke restart"
